dataset,estimator,sampling_condition,run_name,treatment,model_n,outcome_rate,treatment_rate,mean_cate,normalized_cate,cate_std,cate_min,cate_max,interval_fields_available,observed_confounders,missing_graph_candidates,identifiable_with_available_nodes,source_run_summary,source_cate_summary,source_treatment_csv,source_control_message,row_validation_status,diagnostic_availability,selection_status,admission_status,provenance_class,caveat_codes,notes,normalized_cate_selection_status
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_METABOLIC_DERANGEMENT,2276,0.5,0.6458699472759226,0.1923116780973787,0.3846233561947574,0.047208946727514085,0.12849994520520078,0.3426547068081788,True,"LAT_RENAL_DYSFUNCTION, LAT_RESPIRATORY_FAILURE, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_RENAL_DYSFUNCTION,2276,0.5,0.30887521968365556,0.1920888135334422,0.3841776270668844,0.10368535269585129,-0.08265985265203385,0.7557410154693858,True,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_HEPATIC_DYSFUNCTION,2276,0.5,0.19112478031634447,0.14711381491686873,0.29422762983373746,0.11552953676028642,-0.21280199374523154,0.6046181290703789,True,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_INFLAMMATION_SEPSIS_BURDEN,2276,0.5,0.6274165202108963,0.1419514386740063,0.2839028773480126,0.09603364287552463,-0.01120241401178057,0.4598626365114433,True,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS_BURDEN/LAT_INFLAMMATION_SEPSIS_BURDEN_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_NEUROLOGIC_DYSFUNCTION,2276,0.5,0.7152899824253075,0.13869738622507125,0.2773947724501425,0.10324202539906696,-0.04386757708282227,0.41268991533736726,True,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_RESPIRATORY_FAILURE,2276,0.5,0.6748681898066784,0.09560392315964107,0.19120784631928214,0.1003270618994384,-0.0959218780758431,0.3759651808176703,True,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_COAG_HEME_DYSFUNCTION,2276,0.5,0.4310193321616872,-0.01740576478180357,-0.03481152956360714,0.10935374866728705,-0.2802245765306768,0.4342063007450037,True,"LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,LinearDML,outcome-downsampled,outputs-physionet-linear-downsample,LAT_SHOCK,2276,0.5,0.742091388400703,-0.05604275196617124,-0.11208550393234248,0.08276270092302829,-0.1740038814723513,0.1657884443286931,True,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-linear-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,final-results/causal-outputs/outputs-physionet-linear-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,ARCHIVED_NONPFN_DIAGNOSTICS,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_CARDIAC_INJURY_STRAIN,7993,0.14237457775553608,0.35531089703490554,0.11941345027314323,0.8387273357058295,0.07443939015643654,-0.004654690623283386,0.2552911639213562,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_RENAL_DYSFUNCTION,7993,0.14237457775553608,0.23032653571875392,0.11066853776658027,0.7773054678104361,0.0801615681715442,-0.24604392051696777,0.26394110918045044,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_HEPATIC_DYSFUNCTION,7993,0.14237457775553608,0.1417490304016014,0.10684272691739839,0.7504340213099873,0.08207707717584059,-0.37363940477371216,0.23659630119800568,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_GLOBAL_SEVERITY,7993,0.14237457775553608,0.7770549230576754,0.10503878126970247,0.737763601659694,0.0755774119071883,0.0016953647136688232,0.3215159475803375,False,"Age, Gender, ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CHRONIC_BASELINE_RISK, LAT_INFLAMMATION_SEPSIS_BURDEN, Weight",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_METABOLIC_DERANGEMENT,7993,0.14237457775553608,0.558113349180533,0.0907344995137599,0.6372942483422521,0.07345197187118885,-0.10165977478027344,0.2959984540939331,False,"LAT_RENAL_DYSFUNCTION, LAT_RESPIRATORY_FAILURE, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_NEUROLOGIC_DYSFUNCTION,7993,0.14237457775553608,0.6588264731640185,0.07704883483275221,0.5411698917558773,0.0786084612367117,-0.041294172406196594,0.26553815603256226,False,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_INFLAMMATION_SEPSIS_BURDEN,7993,0.14237457775553608,0.5626172901288627,0.0674804416051104,0.4739641210453844,0.07278706429541086,-0.07304409146308899,0.2251211702823639,False,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_INFLAMMATION_SEPSIS_BURDEN/LAT_INFLAMMATION_SEPSIS_BURDEN_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_RESPIRATORY_FAILURE,7993,0.14237457775553608,0.6144126110346553,0.06298443986654997,0.4423854374809614,0.08347995995493739,-0.05427397042512894,0.25623729825019836,False,,,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_COAG_HEME_DYSFUNCTION,7993,0.14237457775553608,0.395095708745152,0.025428398451365294,0.1786020991403891,0.06526796376923724,-0.14436236023902893,0.22080197930335999,False,"LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_COAG_HEME_DYSFUNCTION/LAT_COAG_HEME_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,original,outputs-physionet-pfn,LAT_SHOCK,7993,0.14237457775553608,0.6956086575753785,0.00412193359964432,0.02895133151314328,0.04605800266440233,-0.12389577925205231,0.13840562105178833,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,final-results/causal-outputs/outputs-physionet-pfn/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,EXPLORATORY_MAIN_TEXT,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,outcome-downsampled,outputs-physionet-pfn-downsample,LAT_GLOBAL_SEVERITY,2276,0.5,0.8449033391915641,0.31458706945599907,0.6291741389119981,0.09384122332704131,0.10295053571462631,0.580376386642456,False,"Age, Gender, ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CHRONIC_BASELINE_RISK, LAT_INFLAMMATION_SEPSIS_BURDEN, Weight",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,outcome-downsampled,outputs-physionet-pfn-downsample,LAT_CARDIAC_INJURY_STRAIN,2276,0.5,0.44507908611599295,0.24001865587172694,0.4800373117434539,0.06580268099710083,0.1267467737197876,0.4500877559185028,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/LAT_CARDIAC_INJURY_STRAIN/LAT_CARDIAC_INJURY_STRAIN_cate.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,outcome-downsampled,outputs-physionet-pfn-downsample,LAT_METABOLIC_DERANGEMENT,2276,0.5,0.6458699472759226,0.22816245082392633,0.45632490164785267,0.08470280754308064,-0.0667191743850708,0.4884963929653168,False,"LAT_RENAL_DYSFUNCTION, LAT_RESPIRATORY_FAILURE, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,outcome-downsampled,outputs-physionet-pfn-downsample,LAT_RENAL_DYSFUNCTION,2276,0.5,0.30887521968365556,0.2240749281194382,0.4481498562388764,0.10965411394894636,-0.09960144758224487,0.42439866065979004,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
physionet,CausalPFN,outcome-downsampled,outputs-physionet-pfn-downsample,LAT_HEPATIC_DYSFUNCTION,2276,0.5,0.19112478031634447,0.21648492301390335,0.4329698460278067,0.13106846353903795,-0.2082536816596985,0.47661831974983215,False,"ICUType_1, ICUType_2, ICUType_3, ICUType_4, LAT_CARDIAC_INJURY_STRAIN, LAT_INFLAMMATION_SEPSIS_BURDEN, LAT_SHOCK",,UNRESOLVED,final-results/causal-outputs/outputs-physionet-pfn-downsample/run_summary.json,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/global_summary.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/LAT_HEPATIC_DYSFUNCTION/LAT_HEPATIC_DYSFUNCTION_cate.csv,final-results/causal-outputs/outputs-physionet-pfn-downsample/cate_estimation/control_messages_cate_estimation.csv,CROSS_RUN_ROW_MATCHED,INTENTIONAL_SKIP,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,EXECUTION_SUPPORTED,NUMBERED_CONFIG_MISSING;ESTIMAND_WORDING_UNRESOLVED;ARCHIVE_COPY_PROVENANCE_PARTIAL,Full per-run summary selected over reduced manager summary; mean_cate wording requires approval.,OMIT_FROM_CHAPTER_10_MAIN_TEXT
